Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Tiba,1392,104,1500,43.5
Samand,1400,208,1800,62.0
Peugeot,1394,71,2000,85.2
Tiba,1389,230,1500,45.3
Dena,1389,10,1800,112.1
Tiba,1396,232,1500,54.7
Pride,1393,6,1500,49.6
Dena,1392,219,1800,141.8
Samand,1385,30,1800,61.3
Dena,1401,90,1800,153.7
Tiba,1395,13,1500,53.6
Samand,1387,144,1800,60.1
Pride,1388,65,1500,35.5
Dena,1387,53,1800,122.3
Samand,1402,3,1800,60.6
Peugeot,1398,9,2000,96.2
Pride,1386,10,1500,27.8
Samand,1391,53,1800,43.8
Peugeot,1390,118,2000,63.6
Pride,1399,250,1500,21.8
Tiba,1400,233,1500,44.1
Peugeot,1400,186,2000,48.5
Peugeot,1387,37,2000,81.0
Samand,1387,240,1800,50.5
Tiba,1388,229,1500,38.5
Peugeot,1386,208,2000,57.5
Samand,1387,101,1800,61.3
Tiba,1385,207,1500,47.9
Pride,1401,94,1500,20.7
Peugeot,1400,216,2000,87.1
Tiba,1393,8,1500,30.1
Peugeot,1395,60,2000,86.1
Tiba,1391,66,1500,51.2
Dena,1397,155,1800,88.1
Samand,1403,215,1800,41.2
Samand,1393,130,1800,63.0
Dena,1402,233,1800,137.0
Peugeot,1399,88,2000,43.2
Pride,1387,85,1500,30.2
Peugeot,1389,221,2000,101.5
Pride,1395,53,1500,33.6
Peugeot,1394,120,2000,59.4
Dena,1389,81,1800,116.9
Dena,1399,173,1800,100.8
Pride,1387,42,1500,20.9
Pride,1392,115,1500,21.9
Peugeot,1396,222,2000,102.9
Tiba,1390,208,1500,25.5
Peugeot,1396,186,2000,105.2
Tiba,1385,59,1500,33.7
Samand,1403,139,1800,47.3
Dena,1398,47,1800,134.4
Pride,1385,51,1500,35.4
Dena,1394,201,1800,126.6
Peugeot,1396,91,2000,99.4
Peugeot,1403,19,2000,103.8
Peugeot,1402,191,2000,92.7
Samand,1398,223,1800,44.1
Tiba,1392,202,1500,36.1
Dena,1400,247,1800,92.1
Dena,1397,190,1800,117.7
Dena,1387,202,1800,114.6
Peugeot,1390,18,2000,58.6
Samand,1403,231,1800,57.5
Peugeot,1400,18,2000,61.4
Pride,1385,84,1500,48.2
Dena,1397,209,1800,89.3
Dena,1386,163,1800,101.8
Dena,1397,239,1800,129.8
Tiba,1402,127,1500,52.9
Peugeot,1402,88,2000,107.3
Dena,1401,65,1800,82.7
Peugeot,1396,89,2000,107.3
Pride,1394,68,1500,34.6
Tiba,1387,233,1500,42.7
Pride,1390,189,1500,35.8
Samand,1398,86,1800,42.6
Samand,1394,208,1800,54.7
Tiba,1398,182,1500,46.7
Tiba,1397,198,1500,33.0
Tiba,1393,122,1500,52.6
Pride,1390,104,1500,33.8
Tiba,1401,232,1500,32.2
Dena,1402,17,1800,142.4
Samand,1402,223,1800,52.2
Dena,1403,24,1800,94.1
Tiba,1394,38,1500,25.9
Samand,1402,143,1800,63.9
Samand,1386,48,1800,49.3
Peugeot,1403,153,2000,58.8
Samand,1386,70,1800,42.2
Peugeot,1385,199,2000,62.7
Tiba,1402,240,1500,31.8
Dena,1385,86,1800,102.5
Samand,1392,153,1800,37.5
Dena,1402,76,1800,149.7
Pride,1395,242,1500,30.3
Peugeot,1398,79,2000,68.4
Samand,1401,148,1800,33.7
Tiba,1385,71,1500,35.1
Peugeot,1403,184,2000,82.3
Pride,1387,236,1500,44.9
Dena,1400,78,1800,86.0
Samand,1390,209,1800,63.7
Dena,1399,59,1800,144.5
Samand,1389,235,1800,45.7
Tiba,1389,125,1500,36.2
Samand,1402,81,1800,57.4
Tiba,1393,68,1500,49.3
Samand,1403,52,1800,57.5
Peugeot,1403,122,2000,93.7
Pride,1386,61,1500,43.5
Samand,1396,61,1800,48.8
Pride,1393,33,1500,37.9
Dena,1397,50,1800,130.7
Pride,1390,97,1500,21.2
Samand,1390,172,1800,47.3
Tiba,1400,185,1500,26.3
Tiba,1403,45,1500,44.7
Peugeot,1389,72,2000,52.3
Peugeot,1399,96,2000,60.6
Dena,1390,112,1800,95.5
Pride,1391,172,1500,34.1
Tiba,1388,10,1500,52.1
Dena,1387,25,1800,104.3
Tiba,1403,22,1500,36.7
Pride,1397,136,1500,37.4
Samand,1394,50,1800,41.5
Samand,1401,121,1800,41.4
Pride,1392,49,1500,27.4
Pride,1399,190,1500,40.9
Peugeot,1402,140,2000,48.6
Dena,1389,43,1800,133.6
Samand,1385,101,1800,34.6
Dena,1387,170,1800,83.8
Tiba,1402,79,1500,47.2
Tiba,1391,237,1500,26.4
Pride,1394,201,1500,30.6
Dena,1387,235,1800,113.6
Peugeot,1392,229,2000,48.4
Peugeot,1388,163,2000,41.4
Tiba,1390,172,1500,29.5
Pride,1389,236,1500,40.2
Peugeot,1389,123,2000,71.7
Dena,1395,59,1800,94.0
Dena,1403,73,1800,90.9
Tiba,1402,61,1500,46.7
Dena,1392,3,1800,87.1
Tiba,1388,15,1500,25.0
Tiba,1386,163,1500,30.8
Peugeot,1401,1,2000,75.3
Pride,1394,135,1500,23.3
Pride,1401,221,1500,41.1
Samand,1394,144,1800,43.8
Tiba,1397,17,1500,46.6
Samand,1391,237,1800,54.7
Samand,1399,129,1800,43.5
Peugeot,1385,193,2000,44.9
Samand,1393,185,1800,50.4
Dena,1386,122,1800,111.0
Samand,1394,116,1800,32.6
Peugeot,1401,80,2000,67.5
Pride,1398,244,1500,21.3
Tiba,1400,115,1500,42.5
Peugeot,1403,69,2000,84.8
Tiba,1400,158,1500,32.6
Samand,1391,234,1800,35.5
Pride,1402,247,1500,48.4
Dena,1388,125,1800,125.3
Peugeot,1400,92,2000,82.9
Pride,1397,107,1500,28.4
Tiba,1396,44,1500,33.4
Samand,1397,202,1800,49.4
Dena,1401,16,1800,145.6
Samand,1402,101,1800,63.5
Pride,1393,208,1500,28.7
Tiba,1400,161,1500,47.0
Pride,1401,7,1500,24.7
Pride,1393,1,1500,35.3
Tiba,1386,232,1500,46.5
Dena,1397,23,1800,80.4
Tiba,1394,45,1500,25.6
Samand,1402,12,1800,35.9
Tiba,1394,206,1500,50.8
Samand,1391,147,1800,54.3
Tiba,1401,102,1500,37.9
Pride,1395,203,1500,37.7
Samand,1386,72,1800,52.1
Pride,1389,137,1500,41.7
Pride,1389,234,1500,36.4
Dena,1401,63,1800,126.2
Dena,1393,43,1800,94.2
Tiba,1400,20,1500,42.1
Tiba,1400,113,1500,26.5
Samand,1389,46,1800,57.3
Samand,1398,211,1800,46.0
Dena,1390,79,1800,112.6
Pride,1397,224,1500,36.7
Tiba,1400,74,1500,27.0
Samand,1392,164,1800,35.1
Peugeot,1395,10,2000,61.8
Pride,1402,185,1500,29.4
Tiba,1400,71,1500,30.6
Tiba,1388,243,1500,54.0
Samand,1387,40,1800,57.1
Peugeot,1386,9,2000,42.9
Samand,1400,216,1800,53.5
Tiba,1392,5,1500,31.8
Tiba,1387,59,1500,34.0
Samand,1398,194,1800,45.3
Peugeot,1390,213,2000,76.5
Samand,1403,132,1800,51.0
Dena,1386,160,1800,106.9
Samand,1396,14,1800,48.3
Pride,1399,248,1500,31.1
Samand,1387,38,1800,39.6
Tiba,1393,47,1500,42.4
Samand,1387,208,1800,39.5
Samand,1391,66,1800,53.1
Peugeot,1387,69,2000,92.5
Samand,1400,189,1800,60.9
Samand,1395,241,1800,62.7
Dena,1390,84,1800,102.2
Tiba,1390,218,1500,25.2
Samand,1395,27,1800,55.6
Pride,1392,124,1500,46.9
Peugeot,1397,8,2000,76.4
Dena,1391,204,1800,94.9
Peugeot,1398,91,2000,103.3
Pride,1389,245,1500,36.7
Pride,1392,124,1500,22.0
Tiba,1394,131,1500,38.1
Tiba,1396,225,1500,53.7
Tiba,1397,184,1500,40.8
Dena,1387,63,1800,147.9
Pride,1400,238,1500,32.8
Dena,1387,243,1800,112.8
Tiba,1387,179,1500,33.7
Samand,1388,41,1800,48.5
Dena,1386,30,1800,152.2
Peugeot,1400,20,2000,46.8
Peugeot,1389,207,2000,109.0
Dena,1396,207,1800,118.3
Tiba,1393,12,1500,46.5
Dena,1386,119,1800,141.0
Dena,1397,116,1800,105.3
Samand,1385,90,1800,45.7
Pride,1402,154,1500,22.1
Samand,1392,242,1800,56.5
Tiba,1395,92,1500,35.4
Samand,1402,206,1800,49.1
Dena,1386,146,1800,138.8
Tiba,1385,117,1500,41.1
Peugeot,1396,137,2000,85.1
Tiba,1402,74,1500,40.8
Samand,1393,26,1800,58.2
Peugeot,1386,103,2000,62.9
Dena,1390,229,1800,111.4
Pride,1388,134,1500,44.2
Dena,1399,248,1800,142.9
Tiba,1397,88,1500,49.2
Pride,1394,172,1500,41.8
Peugeot,1385,48,2000,73.8
Tiba,1390,66,1500,37.7
Peugeot,1386,111,2000,104.7
Tiba,1389,106,1500,53.2
Peugeot,1392,1,2000,86.8
Pride,1400,34,1500,26.8
Samand,1388,101,1800,60.2
Peugeot,1387,50,2000,107.0
Dena,1388,109,1800,119.6
Peugeot,1395,227,2000,83.0
Dena,1386,167,1800,82.1
Samand,1399,46,1800,53.2
Samand,1392,39,1800,46.7
Samand,1399,227,1800,47.6
Peugeot,1402,201,2000,99.7
Peugeot,1401,185,2000,58.3
Tiba,1396,57,1500,45.3
Dena,1398,26,1800,112.7
Tiba,1392,221,1500,43.6
Dena,1395,51,1800,158.6
Pride,1390,194,1500,39.2
Dena,1400,187,1800,89.1
Samand,1388,21,1800,47.6
Tiba,1386,74,1500,34.4
Pride,1397,193,1500,31.4
Peugeot,1394,76,2000,94.4
Pride,1401,27,1500,35.3
Peugeot,1397,44,2000,64.2
Samand,1399,170,1800,37.7
Dena,1390,222,1800,87.7
Tiba,1400,45,1500,44.7
Peugeot,1387,137,2000,69.2
Dena,1389,181,1800,122.9
Pride,1398,151,1500,41.8
Pride,1397,44,1500,29.4
Pride,1398,191,1500,24.3
Peugeot,1402,139,2000,53.7
Dena,1396,158,1800,120.3
Samand,1391,215,1800,62.0
Tiba,1398,81,1500,31.1
Samand,1388,136,1800,42.7
Dena,1390,34,1800,95.9
Tiba,1386,107,1500,42.8
Tiba,1394,222,1500,48.4
Tiba,1394,20,1500,44.2
Samand,1396,131,1800,35.7
Dena,1389,185,1800,157.1
Dena,1385,82,1800,149.9
Samand,1394,120,1800,44.4
Tiba,1386,234,1500,34.2
Samand,1392,90,1800,63.6
Dena,1399,216,1800,158.2
Peugeot,1390,70,2000,46.5
Samand,1401,222,1800,57.5
Peugeot,1396,228,2000,100.4
Peugeot,1388,191,2000,82.7
Dena,1400,144,1800,129.2
Samand,1396,119,1800,32.4
Pride,1398,229,1500,49.9
Dena,1396,80,1800,121.7
Pride,1401,57,1500,47.9
Peugeot,1395,18,2000,55.3
Peugeot,1393,223,2000,100.1
Samand,1400,12,1800,33.9
Samand,1394,181,1800,33.7
Peugeot,1396,69,2000,92.1
Peugeot,1401,137,2000,46.7
Dena,1392,191,1800,159.4
Dena,1397,237,1800,156.9
Samand,1392,198,1800,33.4
Peugeot,1386,90,2000,72.5
Tiba,1393,158,1500,36.1
Peugeot,1393,220,2000,52.8
Tiba,1388,54,1500,38.2
Samand,1401,120,1800,59.8
Pride,1388,112,1500,30.7
Tiba,1400,222,1500,50.4
Peugeot,1394,167,2000,99.3
Peugeot,1388,84,2000,92.5
Pride,1390,42,1500,42.3
Samand,1400,21,1800,35.0
Dena,1401,48,1800,134.6
Tiba,1392,154,1500,50.9
Samand,1392,10,1800,37.7
Tiba,1385,165,1500,29.3
Peugeot,1389,51,2000,51.6
Peugeot,1396,45,2000,98.7
Pride,1398,41,1500,46.9
Peugeot,1389,122,2000,90.5
Dena,1401,15,1800,110.3
Dena,1398,126,1800,102.4
Pride,1388,20,1500,28.3
Pride,1401,41,1500,39.7
Samand,1400,232,1800,37.5
Pride,1392,161,1500,26.5
Dena,1396,129,1800,83.0
Samand,1401,23,1800,44.2
Peugeot,1387,247,2000,53.0
Samand,1399,177,1800,37.7
Tiba,1402,82,1500,44.0
Dena,1399,241,1800,101.2
Tiba,1400,240,1500,26.3
Tiba,1401,149,1500,49.8
Samand,1392,243,1800,48.6
Pride,1401,247,1500,25.3
Samand,1391,71,1800,55.0
Dena,1400,155,1800,95.8
Peugeot,1399,189,2000,85.3
Pride,1399,21,1500,31.8
Pride,1402,4,1500,43.5
Tiba,1387,218,1500,35.4
Pride,1389,176,1500,44.6
Peugeot,1401,154,2000,95.0
Tiba,1396,226,1500,54.6
Tiba,1389,69,1500,53.3
Samand,1394,68,1800,35.8
Pride,1393,176,1500,44.0
Tiba,1386,236,1500,26.8
Peugeot,1398,196,2000,103.0
Pride,1387,29,1500,34.2
Tiba,1387,119,1500,51.3
Samand,1394,27,1800,45.5
Dena,1401,155,1800,126.4
Peugeot,1396,103,2000,63.3
Dena,1397,61,1800,155.2
Tiba,1385,57,1500,36.1
Samand,1396,245,1800,34.4
Peugeot,1391,38,2000,59.6
Tiba,1397,218,1500,25.9
Pride,1390,115,1500,31.4
Tiba,1395,226,1500,28.6
Peugeot,1394,239,2000,48.3
Samand,1396,147,1800,59.6
Samand,1399,170,1800,52.7
Tiba,1397,8,1500,42.1
Pride,1387,219,1500,24.9
Samand,1401,76,1800,62.4
Pride,1398,120,1500,39.8
Peugeot,1390,163,2000,47.8
Samand,1398,249,1800,32.4
Pride,1403,50,1500,49.4
Peugeot,1391,31,2000,58.0
Tiba,1388,32,1500,39.5
Peugeot,1399,121,2000,61.6
Samand,1390,55,1800,38.3
Samand,1387,62,1800,48.6
Pride,1389,244,1500,24.3
Pride,1389,98,1500,48.7
Samand,1403,30,1800,32.6
Tiba,1388,237,1500,34.8
Dena,1397,173,1800,146.0
Samand,1401,29,1800,42.4
Pride,1392,133,1500,45.9
Dena,1391,42,1800,147.7
Tiba,1400,16,1500,41.5
Tiba,1402,21,1500,36.5
Tiba,1391,214,1500,45.0
Pride,1395,122,1500,48.7
Tiba,1387,168,1500,52.1
Tiba,1401,45,1500,31.2
Tiba,1401,101,1500,44.4
Samand,1396,86,1800,49.8
Tiba,1386,219,1500,32.5
Dena,1402,194,1800,91.0
Samand,1398,105,1800,44.7
Samand,1398,150,1800,57.7
Peugeot,1400,4,2000,84.1
Pride,1387,220,1500,36.9
Tiba,1390,46,1500,35.3
Peugeot,1389,84,2000,45.7
Samand,1392,187,1800,36.5
Dena,1402,126,1800,112.4
Dena,1388,197,1800,83.4
Dena,1403,245,1800,96.8
Samand,1386,120,1800,35.9
Tiba,1386,150,1500,27.0
Tiba,1398,16,1500,49.5
Samand,1394,151,1800,51.3
Dena,1397,196,1800,136.8
Samand,1398,174,1800,63.0
Samand,1402,70,1800,54.7
Dena,1390,20,1800,140.5
Tiba,1385,22,1500,26.8
Peugeot,1403,112,2000,53.0
Pride,1388,171,1500,49.1
Dena,1390,119,1800,130.5
Peugeot,1395,236,2000,71.7
Dena,1390,154,1800,110.0
Peugeot,1400,18,2000,80.3
Samand,1389,227,1800,38.7
Peugeot,1391,143,2000,85.1
Dena,1395,152,1800,127.1
Tiba,1390,42,1500,40.0
Samand,1385,76,1800,32.3
Pride,1391,57,1500,41.1
Dena,1401,47,1800,81.1
Peugeot,1403,11,2000,86.1
Dena,1400,54,1800,139.1
Pride,1396,172,1500,43.9
Pride,1386,28,1500,43.7
Tiba,1392,122,1500,50.9
Tiba,1403,61,1500,35.5
Samand,1400,232,1800,32.9
Dena,1400,50,1800,155.2
Dena,1403,5,1800,156.2
Samand,1398,32,1800,30.2
Peugeot,1396,69,2000,56.0
Peugeot,1389,103,2000,67.5
Samand,1397,149,1800,37.0
Pride,1393,120,1500,26.0
Pride,1385,78,1500,29.6
Pride,1392,66,1500,40.4
Dena,1397,77,1800,131.9
Tiba,1398,249,1500,46.4
Peugeot,1386,221,2000,80.9
Dena,1387,49,1800,146.2
Dena,1391,74,1800,141.6
Dena,1400,17,1800,140.0
Peugeot,1388,70,2000,64.2
Dena,1392,189,1800,144.9
Samand,1396,136,1800,62.5
Pride,1394,103,1500,46.6
Samand,1394,121,1800,42.8
Peugeot,1390,146,2000,94.6
Samand,1391,85,1800,52.4
Samand,1396,9,1800,42.6
Samand,1399,195,1800,42.7
Tiba,1397,233,1500,26.7
Pride,1401,113,1500,49.9
Pride,1386,16,1500,40.1
Dena,1391,123,1800,122.3
Tiba,1403,54,1500,33.1
Dena,1391,15,1800,97.8
Tiba,1390,126,1500,53.6
Samand,1395,174,1800,58.1
Tiba,1387,151,1500,50.6
Peugeot,1394,64,2000,74.4
Dena,1403,213,1800,149.6
Dena,1398,6,1800,89.2
Samand,1393,19,1800,44.3
Tiba,1399,76,1500,52.5
Pride,1392,52,1500,36.0
Samand,1394,162,1800,53.8
Samand,1387,69,1800,57.2
Dena,1397,236,1800,155.5
Peugeot,1391,26,2000,67.8
Tiba,1394,241,1500,27.7
Tiba,1393,103,1500,44.8
Samand,1387,186,1800,33.4
Tiba,1391,200,1500,35.6
Pride,1390,3,1500,46.7
Samand,1400,140,1800,45.4
Pride,1394,47,1500,30.3
Samand,1401,200,1800,49.3
Dena,1391,217,1800,144.6
Dena,1389,142,1800,111.6
Samand,1388,13,1800,52.9
Tiba,1389,214,1500,36.4
Dena,1400,52,1800,124.1
Tiba,1385,32,1500,52.2
Peugeot,1401,172,2000,44.5
Pride,1395,22,1500,48.7
Samand,1396,218,1800,60.6
Samand,1386,204,1800,40.1
Pride,1385,66,1500,34.6
Pride,1390,48,1500,32.2
Samand,1393,17,1800,39.5
Peugeot,1391,56,2000,90.7
Tiba,1396,33,1500,53.8
Peugeot,1398,203,2000,67.6
Dena,1386,17,1800,117.6
Samand,1394,19,1800,36.8
Pride,1400,168,1500,30.7
Pride,1396,196,1500,31.0
Tiba,1401,187,1500,36.5
Dena,1400,96,1800,128.8
Pride,1393,47,1500,37.0
Pride,1398,209,1500,39.4
Peugeot,1394,104,2000,52.0
Peugeot,1392,80,2000,72.0
Samand,1403,146,1800,40.9
Peugeot,1403,143,2000,53.1
Dena,1403,50,1800,126.9
Peugeot,1395,162,2000,107.3
Samand,1396,57,1800,54.3
Peugeot,1399,65,2000,105.3
Samand,1387,8,1800,33.6
Dena,1385,196,1800,107.7
Samand,1401,222,1800,43.3
Tiba,1400,135,1500,36.5
Samand,1392,207,1800,44.9
Samand,1385,79,1800,36.5
Tiba,1391,193,1500,33.0
Dena,1400,48,1800,143.2
Dena,1385,157,1800,99.2
Dena,1394,198,1800,153.5
Dena,1387,21,1800,98.4
Tiba,1398,221,1500,32.5
Peugeot,1391,214,2000,61.6
Tiba,1399,154,1500,54.8
Pride,1397,216,1500,20.1
Peugeot,1396,100,2000,104.9
Tiba,1391,176,1500,31.7
Dena,1396,240,1800,109.0
Tiba,1391,125,1500,32.5
Peugeot,1390,21,2000,97.0
Tiba,1390,27,1500,29.4
Samand,1388,123,1800,44.8
Samand,1403,115,1800,51.8
Pride,1393,51,1500,28.7
Pride,1391,179,1500,28.4
Samand,1388,101,1800,42.6
Peugeot,1385,115,2000,75.2
Tiba,1401,86,1500,47.5
Pride,1389,60,1500,25.3
Samand,1403,86,1800,59.7
Dena,1385,214,1800,90.0
Peugeot,1394,12,2000,57.9
Pride,1392,215,1500,38.3
Dena,1395,1,1800,100.9
Tiba,1388,243,1500,37.1
Samand,1385,26,1800,48.5
Tiba,1399,80,1500,40.4
Samand,1403,191,1800,52.1
Peugeot,1388,203,2000,85.5
Samand,1385,230,1800,53.8
Peugeot,1391,7,2000,101.5
Samand,1387,233,1800,48.2
Peugeot,1397,71,2000,105.0
Peugeot,1401,194,2000,101.0
Samand,1390,127,1800,43.6
Samand,1398,73,1800,31.3
Dena,1390,187,1800,145.7
Peugeot,1399,202,2000,94.6
Dena,1395,36,1800,136.3
Samand,1397,121,1800,62.9
Dena,1392,156,1800,112.3
Peugeot,1386,9,2000,43.0
Tiba,1388,41,1500,42.0
Pride,1387,140,1500,33.1
Peugeot,1386,227,2000,50.7
Peugeot,1403,213,2000,56.3
Tiba,1397,129,1500,34.7
Dena,1392,185,1800,86.4
Dena,1398,86,1800,116.8
Samand,1386,129,1800,50.4
Tiba,1397,123,1500,47.2
Dena,1402,92,1800,130.7
Samand,1395,22,1800,42.5
Peugeot,1387,127,2000,81.0
Samand,1393,197,1800,50.5
Dena,1392,209,1800,98.7
Peugeot,1391,36,2000,96.0
Pride,1391,140,1500,23.6
Samand,1387,83,1800,58.7
Samand,1403,169,1800,64.2
Dena,1390,89,1800,121.5
Samand,1393,92,1800,44.6
Tiba,1386,195,1500,37.3
Peugeot,1387,98,2000,97.8
Pride,1401,69,1500,42.0
Pride,1390,190,1500,21.3
Dena,1388,243,1800,118.7
Peugeot,1398,186,2000,49.8
Pride,1391,16,1500,39.2
Samand,1394,45,1800,53.1
Tiba,1385,246,1500,45.1
Dena,1385,148,1800,127.5
Samand,1391,136,1800,44.0
Peugeot,1388,171,2000,75.9
Peugeot,1386,62,2000,45.2
Peugeot,1386,230,2000,99.6
Tiba,1390,201,1500,51.5
Pride,1400,230,1500,47.4
Peugeot,1393,22,2000,76.3
Tiba,1391,165,1500,44.1
Tiba,1401,48,1500,31.4
Dena,1385,42,1800,84.2
Samand,1387,246,1800,54.0
Dena,1389,238,1800,130.1
Tiba,1388,23,1500,39.5
Tiba,1391,1,1500,26.0
Samand,1386,109,1800,43.0
Pride,1393,148,1500,41.6
Pride,1385,34,1500,31.4
Pride,1386,211,1500,25.5
Tiba,1398,133,1500,44.0
Peugeot,1391,157,2000,91.4
Peugeot,1396,126,2000,72.8
Peugeot,1394,245,2000,60.9
Tiba,1386,117,1500,27.4
Tiba,1388,175,1500,48.3
Tiba,1395,224,1500,37.6
Pride,1401,148,1500,46.1
Dena,1402,154,1800,118.7
Pride,1398,233,1500,36.2
Peugeot,1391,184,2000,50.6
Tiba,1391,89,1500,53.1
Peugeot,1389,67,2000,108.6
Samand,1403,224,1800,36.6
Peugeot,1402,199,2000,50.9
Samand,1401,162,1800,61.5
Tiba,1387,88,1500,33.3
Peugeot,1391,129,2000,60.9
Peugeot,1386,212,2000,107.3
Pride,1387,105,1500,41.9
Dena,1391,241,1800,159.9
Dena,1385,103,1800,151.6
Pride,1391,5,1500,20.9
Samand,1396,159,1800,64.4
Tiba,1400,248,1500,51.1
Samand,1387,104,1800,63.8
Samand,1402,77,1800,31.6
Dena,1395,32,1800,113.4
Tiba,1389,244,1500,39.4
Dena,1390,152,1800,103.9
Samand,1397,243,1800,55.0
Samand,1400,19,1800,61.3
Samand,1396,24,1800,61.6
Dena,1390,185,1800,99.9
Samand,1402,186,1800,40.6
Peugeot,1403,114,2000,79.2
Pride,1395,13,1500,37.6
Pride,1393,56,1500,46.8
Pride,1402,28,1500,49.1
Dena,1394,180,1800,148.5
Tiba,1385,98,1500,42.1
Peugeot,1401,90,2000,97.3
Peugeot,1392,223,2000,49.5
Samand,1385,26,1800,60.2
Pride,1402,189,1500,30.2
Peugeot,1399,249,2000,41.8
Samand,1401,222,1800,46.3
Pride,1387,93,1500,22.7
Pride,1385,131,1500,41.1
Pride,1385,40,1500,45.2
Tiba,1400,94,1500,46.1
Samand,1397,10,1800,62.1
Peugeot,1391,114,2000,91.6
Tiba,1400,226,1500,40.4
Dena,1402,229,1800,99.8
Dena,1387,129,1800,141.6
Samand,1398,211,1800,30.2
Samand,1397,192,1800,62.2
Pride,1396,154,1500,33.5
Pride,1396,246,1500,38.3
Samand,1386,163,1800,48.8
Peugeot,1401,245,2000,45.7
Dena,1388,8,1800,132.7
Dena,1400,1,1800,94.8
Pride,1401,60,1500,32.2
Peugeot,1393,101,2000,84.6
Tiba,1396,157,1500,46.0
Tiba,1394,46,1500,55.0
Pride,1397,199,1500,33.4
Tiba,1399,193,1500,48.2
Peugeot,1399,77,2000,46.9
Pride,1400,66,1500,37.8
Tiba,1397,244,1500,40.9
Peugeot,1398,63,2000,45.9
Samand,1399,16,1800,36.1
Tiba,1397,187,1500,39.4
Peugeot,1397,118,2000,65.6
Tiba,1388,141,1500,48.7
Samand,1403,14,1800,63.7
Pride,1402,173,1500,46.2
Peugeot,1393,59,2000,45.0
Tiba,1400,133,1500,45.0
Pride,1386,249,1500,44.6
Dena,1388,117,1800,138.6
Peugeot,1403,31,2000,83.8
Peugeot,1394,94,2000,63.9
Peugeot,1387,91,2000,53.7
Dena,1402,204,1800,147.1
Dena,1400,205,1800,113.2
Dena,1385,176,1800,129.5
Tiba,1386,2,1500,38.1
Dena,1398,168,1800,101.3
Peugeot,1388,213,2000,42.4
Tiba,1398,101,1500,50.7
Peugeot,1388,95,2000,97.5
Dena,1402,24,1800,82.9
Peugeot,1389,49,2000,109.1
Peugeot,1390,27,2000,71.2
Peugeot,1392,132,2000,48.2
Samand,1398,176,1800,47.5
Pride,1394,137,1500,25.4
Pride,1399,106,1500,42.4
Samand,1401,11,1800,47.9
Peugeot,1392,204,2000,42.6
Samand,1401,43,1800,38.5
Tiba,1393,172,1500,34.4
Peugeot,1391,217,2000,60.9
Samand,1385,174,1800,58.5
Samand,1395,81,1800,35.4
Peugeot,1396,110,2000,89.0
Peugeot,1393,214,2000,53.5
Peugeot,1401,160,2000,64.4
Pride,1388,79,1500,47.0
Peugeot,1397,89,2000,109.7
Pride,1400,109,1500,32.2
Dena,1398,150,1800,90.2
Tiba,1388,243,1500,54.4
Dena,1395,166,1800,130.7
Samand,1393,151,1800,32.7
Dena,1401,59,1800,99.6
Pride,1391,220,1500,27.2
Tiba,1390,4,1500,27.0
Dena,1403,175,1800,112.4
Pride,1397,116,1500,20.3
Tiba,1390,62,1500,53.2
Dena,1390,118,1800,140.7
Pride,1386,42,1500,29.8
Samand,1395,38,1800,41.6
Peugeot,1392,163,2000,85.3
Peugeot,1390,239,2000,44.2
Pride,1392,141,1500,25.4
Pride,1400,164,1500,47.4
Tiba,1387,192,1500,30.3
Tiba,1391,142,1500,34.6
Tiba,1386,86,1500,34.5
Peugeot,1385,124,2000,79.9
Peugeot,1401,36,2000,76.9
Peugeot,1400,84,2000,102.0
Samand,1385,58,1800,59.1
Pride,1386,195,1500,24.8
Samand,1400,42,1800,54.9
Tiba,1393,135,1500,34.1
Dena,1393,84,1800,87.5
Samand,1400,57,1800,43.2
Samand,1394,239,1800,64.1
Samand,1389,15,1800,39.0
Tiba,1399,0,1500,25.5
Dena,1398,68,1800,135.8
Tiba,1402,165,1500,29.8
Peugeot,1385,62,2000,75.5
Tiba,1392,93,1500,42.2
Dena,1390,31,1800,116.9
Tiba,1389,209,1500,32.8
Pride,1400,142,1500,23.2
Pride,1390,193,1500,29.7
Pride,1393,224,1500,34.8
Tiba,1389,218,1500,46.6
Tiba,1400,66,1500,52.8
Tiba,1401,175,1500,31.0
Samand,1388,29,1800,32.3
Peugeot,1390,104,2000,74.3
Pride,1390,51,1500,46.5
Pride,1389,197,1500,29.9
Pride,1385,218,1500,47.6
Samand,1403,62,1800,33.7
Pride,1400,141,1500,23.3
Pride,1401,205,1500,22.0
Peugeot,1388,215,2000,49.9
Tiba,1386,186,1500,48.2
Samand,1386,72,1800,54.0
Tiba,1391,122,1500,47.9
Dena,1396,213,1800,94.9
Samand,1401,47,1800,36.6
Samand,1399,123,1800,60.7
Tiba,1390,180,1500,45.7
Peugeot,1403,151,2000,53.8
Samand,1400,236,1800,35.2
Samand,1393,51,1800,32.4
Peugeot,1392,149,2000,108.2
Peugeot,1400,39,2000,69.6
Pride,1394,209,1500,44.9
Tiba,1391,189,1500,50.7
Pride,1392,96,1500,42.8
Samand,1385,175,1800,63.7
Pride,1395,185,1500,32.2
Tiba,1398,223,1500,49.6
Pride,1389,106,1500,25.3
Samand,1398,118,1800,58.9
Tiba,1389,201,1500,54.0
Tiba,1396,18,1500,40.3
Pride,1388,141,1500,31.1
Peugeot,1390,123,2000,91.3
